,city,state,2010 Avg Price,2013 Avg Price,2014 Avg Price,2015 Avg Price,2016 Avg Price,2017 Avg Price,2018 Avg Price,2019 Avg Price
2572,Harrisburg,North Carolina,,190100.0,212283.33,206150.0,226033.33,241841.67,256325.0,295354.55
2573,Perryville,Missouri,,,,,112587.5,117733.33,122458.33,134500.0
2574,Springfield,New Jersey,,,,,428316.67,403783.33,411400.0,416781.82
2575,Bridgeview,Illinois,,126455.56,139558.33,141000.0,151908.33,173058.33,172191.67,189936.36
2576,Lugoff,South Carolina,,,142633.33,136100.0,135350.0,145625.0,148883.33,156563.64
2577,Pickens,South Carolina,,110060.0,97266.67,108191.67,127591.67,141041.67,141941.67,152081.82
2578,Coolidge,Arizona,,,96271.43,99441.67,108141.67,122266.67,133016.67,149170.0
2579,Moraga,California,,888133.33,948475.0,957625.0,887016.67,1059058.33,1056458.33,1153972.73
2580,Astoria,Oregon,196033.33,173325.0,201200.0,222066.67,228008.33,242591.67,275216.67,302372.73
2581,Mesquite,Nevada,145300.0,165725.0,188325.0,194100.0,188150.0,210575.0,238783.33,250554.55
2582,Hannibal,Missouri,,,,90175.0,95425.0,93533.33,109541.67,111500.0
2583,Roosevelt,New York,,,,,267550.0,253758.33,327541.67,352372.73
2584,Dayton,Nevada,,134616.67,159183.33,183633.33,210208.33,241666.67,278300.0,301790.91
2585,Hockley,Texas,,,,,,211133.33,218641.67,213972.73
2586,Butler Township,Pennsylvania,126091.67,136650.0,139816.67,137525.0,151716.67,150291.67,169466.67,166045.45
2587,Amesbury,Massachusetts,,266120.0,254366.67,270341.67,280158.33,285391.67,312566.67,342718.18
2588,Mountain Top,Pennsylvania,,,,,,203300.0,188475.0,198700.0
2589,El Segundo,California,,,766000.0,830691.67,984441.67,954183.33,1183758.33,1148745.45
2590,Concord,Missouri,,161366.67,167350.0,181791.67,188833.33,191300.0,201200.0,213427.27
2591,Lake Zurich,Illinois,,269441.67,278858.33,286358.33,283933.33,299491.67,314975.0,319781.82
2592,Webster,Massachusetts,,181100.0,185333.33,201725.0,192191.67,219091.67,238750.0,252272.73
2593,Bellingham,Massachusetts,,,,259562.5,273250.0,280458.33,310050.0,319927.27
2594,Sanford,Maine,,126560.0,125591.67,145158.33,152641.67,162516.67,172400.0,192709.09
2595,Johnston,Iowa,223108.33,218908.33,225700.0,231500.0,247250.0,250066.67,240233.33,280954.55
2596,Bonita,California,420525.0,458125.0,505166.67,566750.0,568725.0,607066.67,669991.67,653472.73
2597,King,North Carolina,,110100.0,112400.0,115216.67,120608.33,130258.33,136750.0,156000.0
2598,Lowell,Michigan,115760.0,140758.33,163100.0,162941.67,186816.67,173700.0,208500.0,237272.73
2599,Setauket,New York,,488025.0,442208.33,470925.0,449791.67,466650.0,462908.33,500754.55
2600,Bristol,Rhode Island,,,,,,320671.43,315616.67,314836.36
2601,Eaton,Ohio,,86441.67,95900.0,108175.0,107983.33,111650.0,126258.33,131281.82
2602,Cortland,Ohio,,,,,103300.0,114575.0,128125.0,136454.55
2603,Helena,Alabama,173391.67,158466.67,165241.67,164825.0,176875.0,186666.67,198916.67,216036.36
2604,Lemay,Missouri,,,,76871.43,84441.67,97116.67,97075.0,103945.45
2605,Sunset,Florida,,262058.33,298991.67,327291.67,328966.67,371483.33,390400.0,400472.73
2606,Wolcott,Connecticut,,181770.0,183366.67,188591.67,192166.67,187200.0,206325.0,210536.36
2607,Delran Township,New Jersey,214337.5,222891.67,208400.0,216316.67,204025.0,213125.0,221950.0,228536.36
2608,Dickinson,Texas,,116725.0,135175.0,157066.67,155708.33,159108.33,154908.33,185518.18
2609,New Milford,New Jersey,,328366.67,352850.0,352166.67,380291.67,381016.67,400791.67,404727.27
2610,Hanover,Maryland,,323425.0,353416.67,343041.67,336591.67,357341.67,368841.67,361663.64
2611,Hebron,Kentucky,148766.67,167400.0,158075.0,181025.0,177683.33,193383.33,219616.67,239218.18
2612,West Hempfield Township,Pennsylvania,,,,178950.0,181700.0,196841.67,200275.0,212554.55
2613,Hazel Park,Michigan,,,,,,62583.33,79091.67,98309.09
2614,Pleasant Prairie,Wisconsin,,,,184366.67,203991.67,221775.0,233208.33,268518.18
2615,Holmdel Township,New Jersey,,,544228.57,618041.67,595158.33,608508.33,658600.0,672181.82
2616,Piqua,Ohio,,65525.0,67608.33,68550.0,72391.67,83725.0,85016.67,87509.09
2617,Cinnaminson Township,New Jersey,,220158.33,234766.67,223975.0,225216.67,225125.0,230641.67,242981.82
2618,Hoschton,Georgia,217775.0,224175.0,229983.33,251908.33,288658.33,279458.33,299800.0,310472.73
2619,Gibsonton,Florida,112575.0,119175.0,127166.67,136141.67,153266.67,171083.33,188741.67,198490.91
2620,Swansea,Massachusetts,,,,224550.0,245591.67,266641.67,268258.33,297736.36
2621,Willow Spring,North Carolina,147125.0,143916.67,149475.0,175050.0,184100.0,199058.33,214441.67,224345.45
2622,Three Lakes,Florida,173825.0,197050.0,225291.67,239891.67,266533.33,283941.67,295350.0,308445.45
2623,Clarksburg,Maryland,,,422060.0,405391.67,395875.0,407100.0,412858.33,421627.27
2624,Central,South Carolina,,111700.0,105666.67,117075.0,115033.33,116866.67,133483.33,133622.22
2625,Warwick Township,Pennsylvania,,,,,,236228.57,235900.0,254827.27
2626,Fairview Park,Ohio,128925.0,121958.33,133683.33,137666.67,142325.0,151308.33,165316.67,173027.27
2627,Gautier,Mississippi,,,,113950.0,106900.0,117258.33,117675.0,130900.0
2628,Durant,Oklahoma,,,104280.0,99133.33,101916.67,104291.67,118441.67,135372.73
2629,East Brainerd,Tennessee,,,,,196910.0,217441.67,216908.33,233272.73
2630,Saratoga Springs,Utah,234891.67,230225.0,251475.0,261808.33,279833.33,293058.33,326116.67,343827.27
2631,Woodward,Oklahoma,,,,,,132488.89,128216.67,121663.64
2632,Rio Rico,Arizona,97491.67,87658.33,97925.0,109250.0,118700.0,120083.33,140475.0,154045.45
2633,Kingsburg,California,,187566.67,228158.33,238483.33,251533.33,266625.0,269458.33,292045.45
2634,Ashwaubenon,Wisconsin,,,141150.0,154358.33,172400.0,182341.67,184483.33,197690.91
2635,Scottsville,Kentucky,,,,,111100.0,110866.67,123591.67,120733.33
2636,Auburn,Massachusetts,,185450.0,203108.33,206216.67,214900.0,227608.33,253450.0,262400.0
2637,North Babylon,New York,,293983.33,299683.33,310850.0,312808.33,347625.0,363916.67,395363.64
2638,Havre de Grace,Maryland,,245000.0,241425.0,233533.33,225375.0,237183.33,235033.33,237890.91
2639,Phoenixville,Pennsylvania,,,,251300.0,256750.0,259808.33,271083.33,299363.64
2640,Long Beach,Mississippi,,,,115933.33,128058.33,129600.0,133400.0,144981.82
2641,Hockessin,Delaware,,343541.67,371191.67,354133.33,385325.0,388533.33,389883.33,399009.09
2642,Leonardtown,Maryland,,,303755.56,270300.0,293325.0,327408.33,328316.67,335354.55
2643,Highland,Utah,,,437983.33,435483.33,460966.67,487350.0,519641.67,557027.27
2644,Greene Township,Pennsylvania,,,172200.0,157825.0,167375.0,176766.67,179375.0,188627.27
2645,Randleman,North Carolina,,,,,,124650.0,138650.0,140845.45
2646,South River,New Jersey,,,,216281.82,235683.33,236741.67,253225.0,276836.36
2647,Delafield,Wisconsin,,,,,,420860.0,427083.33,452763.64
2648,Shiloh,Illinois,,,,,153125.0,158291.67,182750.0,193154.55
2649,Palos Hills,Illinois,,,,132775.0,144641.67,150358.33,155258.33,167472.73
2650,Exeter,California,,,,,,213000.0,221091.67,231636.36
2651,Commerce,Georgia,,,,,119240.0,137008.33,148575.0,164263.64
2652,Greenwell Springs,Louisiana,,,,,,187600.0,204258.33,194572.73
2653,Joppa,Maryland,,,211437.5,210783.33,197708.33,207466.67,226600.0,220936.36
2654,Burrillville,Rhode Island,,,,,226500.0,228491.67,239800.0,258027.27
2655,Belvedere Park,Georgia,,,58800.0,72491.67,94758.33,122475.0,145825.0,173263.64
2656,Abington,Massachusetts,270566.67,253600.0,282275.0,288666.67,300850.0,318608.33,339783.33,347545.45
2657,Maitland,Florida,,,,,,280554.55,288875.0,312163.64
2658,Sylva,North Carolina,,,148480.0,150275.0,160525.0,165625.0,167775.0,179754.55
2659,Hampstead,Maryland,,241166.67,230325.0,232666.67,242391.67,244741.67,259550.0,264309.09
2660,Angleton,Texas,,119271.43,122083.33,129233.33,146708.33,154866.67,171500.0,179645.45
2661,Greenfield,Indiana,97708.33,109966.67,108341.67,118866.67,126041.67,131408.33,146050.0,160427.27
2662,Bordentown Township,New Jersey,,213920.0,215333.33,199325.0,211683.33,223408.33,213566.67,225154.55
2663,Benson,North Carolina,,,,,139100.0,142366.67,152250.0,176918.18
2664,Alexandria,Kentucky,,132808.33,145800.0,156266.67,146758.33,156025.0,187100.0,176745.45
2665,Burtonsville,Maryland,,258228.57,259991.67,282025.0,299800.0,300366.67,317550.0,345436.36
2666,Colchester,Connecticut,,,202700.0,207425.0,225133.33,227466.67,249816.67,242854.55
2667,Portsmouth,Rhode Island,,,326150.0,327533.33,355841.67,357758.33,381916.67,376572.73
2668,Texas,Michigan,246775.0,253016.67,251258.33,277050.0,281533.33,289016.67,325841.67,319727.27
2669,Highland,Michigan,115225.0,155175.0,170225.0,196950.0,216250.0,231583.33,244841.67,264409.09
2670,Brigham City,Utah,,,,154333.33,166591.67,184141.67,213591.67,224472.73
2671,Beverly Hills,Florida,,,,,,98027.27,101866.67,117018.18
2672,East Longmeadow,Massachusetts,,,215187.5,244066.67,239991.67,246416.67,275958.33,261336.36
2673,Laconia,New Hampshire,,156291.67,170575.0,169775.0,181116.67,188591.67,193375.0,211400.0
2674,Warren Township,New Jersey,,,,,702050.0,688441.67,705958.33,733590.91
2675,Perkasie,Pennsylvania,,270441.67,274350.0,269841.67,279275.0,284341.67,294925.0,300418.18
2676,Telford,Pennsylvania,,199566.67,213583.33,245800.0,240291.67,235091.67,254350.0,263672.73
2677,Holland,Ohio,,,,,168666.67,186325.0,198708.33,217472.73
2678,Gladwin,Michigan,,,,86745.45,82691.67,96850.0,110216.67,120927.27
2679,Goodlettsville,Tennessee,,160028.57,161383.33,167766.67,184125.0,197525.0,214333.33,246327.27
2680,Laguna Woods,California,,226658.33,252358.33,252433.33,269766.67,291183.33,348066.67,327645.45
2681,Wixom,Michigan,,176100.0,185941.67,208808.33,214000.0,233683.33,242525.0,255536.36
2682,Middletown,Rhode Island,,,344450.0,338750.0,353733.33,376041.67,378241.67,383318.18
2683,Town of Camillus,New York,,153508.33,141975.0,140258.33,148600.0,155316.67,152041.67,167136.36
2684,Hernando,Florida,,148700.0,146175.0,152008.33,152550.0,174491.67,184891.67,204618.18
2685,Keaau,Hawaii,,195544.44,214625.0,216666.67,233575.0,246700.0,259025.0,281772.73
2686,Oxford,Alabama,,,120325.0,111741.67,126316.67,120525.0,121400.0,125572.73
2687,High Ridge,Missouri,,,133083.33,146108.33,154116.67,155083.33,161675.0,170345.45
2688,Franklinton,North Carolina,,122570.0,137891.67,152375.0,149941.67,187475.0,198541.67,211090.91
2689,Prosper,Texas,,328000.0,364625.0,407583.33,407116.67,430950.0,435183.33,456400.0
2690,Mukwonago,Wisconsin,,205450.0,210500.0,238258.33,252083.33,265100.0,271491.67,293518.18
2691,Waterford,Connecticut,,,,,203262.5,225516.67,227225.0,220200.0
2692,Fort Lupton,Colorado,,,,226137.5,255458.33,284258.33,311791.67,353454.55
2693,Spring Branch,Texas,,,,370825.0,352325.0,374741.67,388591.67,412000.0
2694,Senoia,Georgia,,148190.0,160100.0,187183.33,190033.33,204400.0,233333.33,253627.27
2695,Port Washington,New York,,754833.33,755191.67,765500.0,814216.67,805108.33,823591.67,869836.36
2696,Alachua,Florida,,,,158542.86,169133.33,171566.67,192350.0,201100.0
2697,Longmeadow,Massachusetts,,,310240.0,318433.33,319125.0,310016.67,326425.0,331100.0
2698,Deatsville,Alabama,,,,157912.5,165966.67,166791.67,179633.33,187981.82
2699,White Township,Pennsylvania,,,,,,174980.0,150658.33,160981.82
2700,Grosse Pointe Woods,Michigan,,143375.0,171016.67,177916.67,194466.67,209908.33,227300.0,226636.36
2701,Cortez,Colorado,,137116.67,144508.33,155958.33,162316.67,158741.67,169108.33,202254.55
2702,Ontario,Oregon,,,,,115390.0,126483.33,140258.33,160800.0
2703,Dripping Springs,Texas,282466.67,338233.33,376725.0,385441.67,421875.0,470483.33,460125.0,487700.0
2704,Crystal River,Florida,,101958.33,105500.0,106650.0,130216.67,133433.33,145616.67,154718.18
2705,Westport,Massachusetts,,,,,323844.44,347741.67,339941.67,400118.18
2706,Middleton,Wisconsin,,,,318014.29,317191.67,318250.0,326250.0,337200.0
2707,North Reading,Massachusetts,,404875.0,405833.33,416025.0,450066.67,483675.0,436425.0,528127.27
2708,Middleburg Heights,Ohio,,120091.67,123433.33,127725.0,139066.67,147533.33,148958.33,162672.73
2709,Manassas Park,Virginia,185641.67,226133.33,238641.67,258291.67,284750.0,264716.67,286208.33,308490.91
2710,Cambridge,Minnesota,,119345.45,135166.67,152116.67,163233.33,175608.33,198233.33,208554.55
2711,Aurora,Ohio,,244458.33,230508.33,234925.0,237475.0,253833.33,266991.67,284518.18
2712,Tuttle,Oklahoma,,164483.33,173658.33,175108.33,188825.0,187541.67,200700.0,227090.91
2713,Westchester,Illinois,,166216.67,190391.67,196208.33,205025.0,229491.67,237075.0,243018.18
2714,Palmetto Estates,Florida,,151700.0,166233.33,173758.33,227583.33,260050.0,298416.67,306609.09
2715,Streetsboro,Ohio,,,,,,158900.0,151000.0,170118.18
2716,Crete,Illinois,,123833.33,127216.67,126500.0,141241.67,148291.67,165200.0,163318.18
2717,Orting,Washington,,200958.33,217158.33,238958.33,254216.67,297908.33,324116.67,341372.73
2718,Opa-locka,Florida,,,,,110633.33,145841.67,166983.33,174727.27
2719,Gaines,Michigan,,,,191525.0,207958.33,224825.0,234916.67,254172.73
2720,Molalla,Oregon,,,221483.33,223316.67,259083.33,293100.0,318133.33,341845.45
2721,Davidson,North Carolina,,296383.33,295683.33,287883.33,307625.0,282350.0,332141.67,361718.18
2722,La Marque,Texas,,,,,,162950.0,136166.67,144600.0
2723,Summerfield,North Carolina,,,299671.43,290558.33,292125.0,329216.67,302258.33,337590.91
2724,Trenton,Ohio,,109525.0,120541.67,124675.0,133541.67,145208.33,150341.67,153963.64
2725,Cordova,Tennessee,146941.67,132716.67,141883.33,147933.33,155908.33,170416.67,186450.0,201509.09
2726,Ruther Glen,Virginia,,139675.0,149891.67,159825.0,166750.0,179033.33,192275.0,210790.91
2727,Whitewater,Wisconsin,,,,,,181833.33,191316.67,189800.0
2728,Boulder City,Nevada,,193150.0,208808.33,247741.67,244358.33,270566.67,306316.67,309327.27
2729,Glenwood Springs,Colorado,,302433.33,338008.33,348000.0,382850.0,423900.0,455041.67,454481.82
2730,Nesconset,New York,,386445.45,389200.0,399125.0,395858.33,415158.33,447791.67,455718.18
2731,Orland,California,,,,,224466.67,213850.0,246191.67,266000.0
2732,Lake Saint Louis,Missouri,187375.0,196600.0,208408.33,228916.67,221033.33,217625.0,221716.67,245136.36
2733,Highland Village,Texas,,,,329212.5,352533.33,364808.33,383150.0,391363.64
2734,Ottawa,Kansas,,,,,,114377.78,126583.33,131609.09
2735,Godfrey,Illinois,,112140.0,116725.0,119341.67,118550.0,117725.0,123858.33,132245.45
2736,Benton,Louisiana,,,,,243230.0,258700.0,243025.0,280390.91
2737,Pawleys Island,South Carolina,234841.67,207241.67,209491.67,218150.0,226391.67,246191.67,256816.67,282227.27
2738,Northview,Michigan,,,,,,174120.0,184133.33,203745.45
2739,North East,Maryland,,196675.0,197183.33,183883.33,203891.67,208391.67,231116.67,233672.73
2740,Satellite Beach,Florida,172808.33,204758.33,218200.0,221433.33,259733.33,280516.67,300491.67,303818.18
2741,Blackwood,New Jersey,180775.0,160550.0,162691.67,165625.0,166525.0,155300.0,159650.0,172454.55
2742,Snyder,Texas,,,,,,,96472.73,127445.45
2743,North Salt Lake,Utah,,,,,273628.57,296916.67,334250.0,353572.73
2744,Midlothian,Illinois,,82758.33,90083.33,108525.0,108933.33,125433.33,136133.33,149436.36
2745,Hanover,Pennsylvania,145608.33,137550.0,136891.67,139316.67,149191.67,153491.67,159091.67,167909.09
2746,Thompsons Station,Tennessee,,224400.0,221958.33,259366.67,283266.67,314583.33,342391.67,369800.0
2747,Hot Springs Village,Arkansas,148071.43,143500.0,146783.33,148133.33,146658.33,151125.0,162283.33,170709.09
2748,Pooler,Georgia,,182958.33,184608.33,192341.67,206183.33,206483.33,210241.67,212745.45
2749,Payson,Utah,153783.33,164975.0,183041.67,186741.67,209116.67,226683.33,242333.33,271681.82
2750,Depew,New York,,105991.67,108850.0,111225.0,114883.33,127050.0,133758.33,141618.18
2751,Dexter,Michigan,,230528.57,245400.0,275141.67,281575.0,288041.67,315883.33,332309.09
2752,Worthington,Ohio,221491.67,215766.67,226725.0,242975.0,274691.67,284666.67,294525.0,298572.73
2753,Glen Carbon,Illinois,,,192700.0,208566.67,198600.0,206483.33,208508.33,221018.18
2754,Claymont,Delaware,,,,172562.5,194850.0,198383.33,205375.0,204509.09
2755,Westbury,New York,348600.0,352225.0,344433.33,368808.33,386133.33,413600.0,432225.0,448309.09
2756,Fowlerville,Michigan,,118758.33,138658.33,144916.67,165258.33,183675.0,185341.67,206072.73
2757,Portage,Wisconsin,,,,123063.64,137383.33,139700.0,140150.0,156172.73
2758,Hickory Hills,Illinois,,161675.0,142441.67,161033.33,164666.67,185066.67,192925.0,199881.82
2759,Sanger,Texas,,,,,176450.0,182391.67,200975.0,222054.55
2760,Windsor,Colorado,290433.33,269916.67,278725.0,325941.67,335016.67,376050.0,384350.0,392445.45
2761,Milford,New Hampshire,,,,225744.44,228475.0,219558.33,254816.67,270654.55
2762,Speedway,Indiana,,,,,,121663.64,134658.33,148054.55
2763,Oskaloosa,Iowa,,,,,90850.0,108733.33,108025.0,114733.33
2764,Prospect Heights,Illinois,,,,,,199354.55,200066.67,227118.18
2765,Loomis,California,,399933.33,439733.33,463108.33,548683.33,561841.67,519108.33,588927.27
2766,Tomah,Wisconsin,,,,,135871.43,141425.0,148275.0,149654.55
2767,Springtown,Texas,,,,,,196244.44,229775.0,239472.73
2768,Scituate,Massachusetts,434241.67,447525.0,460550.0,471350.0,499266.67,534650.0,566900.0,605510.0
2769,North Liberty,Iowa,155608.33,157691.67,179141.67,174083.33,196208.33,204575.0,215758.33,220781.82
2770,North Canton,Ohio,129683.33,139508.33,146383.33,135508.33,147675.0,153333.33,162250.0,166427.27
2771,Nokomis,Florida,206016.67,227733.33,244433.33,269533.33,291900.0,301066.67,311466.67,321590.91
2772,Church Hill,Tennessee,,95675.0,106566.67,108041.67,113241.67,121233.33,125675.0,139090.91
2773,Ashland City,Tennessee,112166.67,117016.67,117000.0,115908.33,142183.33,153725.0,165608.33,191163.64
2774,Emmett,Idaho,,,157133.33,155533.33,153075.0,183266.67,205041.67,243272.73
2775,Salem,Indiana,,,,103675.0,105766.67,99475.0,110058.33,112209.09
2776,Hillsboro,Missouri,,,,,,173537.5,181900.0,187909.09
2777,Fort Thomas,Kentucky,145358.33,158158.33,163458.33,170483.33,186658.33,194391.67,204841.67,213627.27
2778,Rice Lake,Wisconsin,,,116550.0,121666.67,139450.0,126050.0,142875.0,144109.09
2779,Ramsey,New Jersey,,459250.0,451591.67,470666.67,489025.0,509616.67,481725.0,512127.27
2780,Cottonwood,California,162858.33,157208.33,184075.0,196375.0,211608.33,225650.0,242483.33,266518.18
2781,Huntingtown,Maryland,,372566.67,375575.0,376900.0,399850.0,396000.0,405541.67,448072.73
2782,Charlestown,Indiana,,,,,,166575.0,182766.67,187500.0
2783,Sweetwater,Tennessee,,,,,,106150.0,122575.0,126618.18
2784,Clifton,Virginia,,,602866.67,638616.67,609791.67,642450.0,690858.33,669845.45
2785,Silverton,Oregon,,205866.67,214325.0,226525.0,250350.0,282058.33,306050.0,331054.55
2786,Crest Hill,Illinois,,,117916.67,125366.67,134891.67,153808.33,163408.33,159363.64
2787,Highland,Illinois,,139666.67,130983.33,135333.33,148983.33,140616.67,144725.0,157545.45
2788,Galena,Ohio,,310600.0,317575.0,332700.0,359425.0,362591.67,387950.0,411636.36
2789,Harrisonville,Missouri,,,,125444.44,137483.33,136808.33,148958.33,174427.27
2790,Tolland,Connecticut,,,,254975.0,233025.0,251983.33,252833.33,247445.45
2791,Welby,Colorado,,138083.33,148625.0,174083.33,202050.0,222083.33,259433.33,271218.18
2792,Tiverton,Rhode Island,,,,229188.89,250125.0,279775.0,295883.33,300200.0
2793,Fairhaven,Massachusetts,,216225.0,220783.33,215358.33,222783.33,255983.33,277933.33,280145.45
2794,Paw Paw,Michigan,,,,124025.0,132391.67,117050.0,134950.0,147772.73
2795,Bellevue,Wisconsin,,167808.33,176516.67,168116.67,181608.33,193100.0,207191.67,227045.45
2796,Pecan Grove,Texas,176108.33,173966.67,212991.67,224716.67,228191.67,233808.33,239733.33,254709.09
2797,Tenafly,New Jersey,,,,,805083.33,760925.0,748458.33,812518.18
2798,Pinewood,Florida,,,,,,175950.0,182466.67,210436.36
2799,Newton,Iowa,,80700.0,80808.33,85758.33,85425.0,91466.67,103925.0,107181.82
2800,Berkley,Michigan,,135416.67,153000.0,163375.0,182483.33,198200.0,215241.67,220436.36
2801,Grafton,Wisconsin,,189475.0,182841.67,202650.0,212466.67,237358.33,256783.33,257700.0
2802,Northborough,Massachusetts,,342008.33,359133.33,348891.67,387100.0,383325.0,418550.0,423172.73
2803,White Center,Washington,,209375.0,213758.33,262400.0,310883.33,373275.0,425200.0,438227.27
2804,Black Forest,Colorado,,443225.0,419966.67,459183.33,482433.33,530825.0,579158.33,599972.73
2805,Pacific Grove,California,597787.5,649741.67,682241.67,751666.67,794075.0,902208.33,885158.33,906354.55
2806,Monroe,Wisconsin,,109041.67,115391.67,121716.67,120250.0,137975.0,145150.0,151118.18
2807,Cary,Illinois,,162433.33,162641.67,176641.67,182258.33,195116.67,208275.0,232100.0
2808,Black Mountain,North Carolina,,187400.0,198300.0,222533.33,226375.0,266508.33,273708.33,283436.36
2809,Waupaca,Wisconsin,,106733.33,118775.0,124300.0,140141.67,137633.33,142233.33,159409.09
2810,Middlefield,Ohio,,,,,,139550.0,142016.67,164609.09
2811,Hershey,Pennsylvania,,,191800.0,212066.67,216708.33,220733.33,235466.67,242688.89
2812,Smithfield,Rhode Island,,,,,236580.0,260900.0,240666.67,260900.0
2813,Belchertown,Massachusetts,,,,272971.43,256658.33,261700.0,256750.0,288690.91
2814,Rio Linda,California,136750.0,168100.0,190191.67,212175.0,246433.33,259875.0,295816.67,304490.91
2815,Greenbrier,Arkansas,,143891.67,119791.67,137583.33,140675.0,145041.67,149116.67,157963.64
2816,East Highland Park,Virginia,,,,,,124620.0,138191.67,142136.36
2817,Littlerock,California,,,161400.0,190500.0,201725.0,244041.67,276975.0,280745.45
2818,Live Oak,Texas,,123227.27,136483.33,147266.67,161700.0,163816.67,175691.67,180409.09
2819,Anna,Texas,,132541.67,147591.67,166133.33,185825.0,205058.33,217008.33,219781.82
2820,Oak Park,California,,,,,,713900.0,809750.0,744945.45
2821,Wimauma,Florida,,,188408.33,211366.67,222283.33,234066.67,228433.33,261463.64
2822,Hammonton,New Jersey,,,,,,148672.73,154208.33,168190.91
2823,Fruita,Colorado,213241.67,209816.67,207258.33,216516.67,234941.67,245275.0,271808.33,287572.73
2824,Fraser,Michigan,,83925.0,99200.0,109233.33,128800.0,137408.33,146175.0,149000.0
2825,Carmel-by-the-Sea,California,799916.67,891158.33,1101900.0,1072783.33,1118575.0,1179125.0,1380666.67,1310690.91
2826,Eagle Point,Oregon,,229925.0,244941.67,249466.67,270816.67,287991.67,290875.0,318500.0
2827,Los Osos,California,,371666.67,419058.33,444308.33,498641.67,536266.67,567791.67,577263.64
2828,Mundy Township,Michigan,,,,,,132050.0,152491.67,158109.09
2829,Destin,Florida,257383.33,254941.67,268241.67,296191.67,302700.0,319600.0,340266.67,373554.55
2830,Safety Harbor,Florida,,186708.33,199758.33,213575.0,249400.0,255433.33,272266.67,297463.64
2831,South Ogden,Utah,147883.33,155833.33,153208.33,163358.33,177158.33,191900.0,223250.0,243618.18
2832,Whitehouse,Texas,,,,,150544.44,174366.67,179283.33,191700.0
2833,Exeter,New Hampshire,,230100.0,262491.67,279291.67,304275.0,315208.33,335583.33,355300.0
2834,Bloomsburg,Pennsylvania,146628.57,139758.33,135691.67,140441.67,148791.67,143616.67,149033.33,156625.0
2835,Glens Falls,New York,,129925.0,132925.0,134100.0,134700.0,130525.0,141400.0,155436.36
2836,La Grange,Illinois,,,,,,392950.0,388425.0,469372.73
2837,Haddon Township,New Jersey,,182341.67,209783.33,189558.33,197533.33,213100.0,201516.67,217763.64
2838,South Charleston,West Virginia,,,,,,122514.29,127483.33,131345.45
2839,Wilbraham,Massachusetts,,,248220.0,245283.33,264866.67,276866.67,278933.33,274427.27
2840,New River,Arizona,241216.67,271491.67,323291.67,316341.67,337016.67,379275.0,401541.67,429863.64
2841,Addison,Texas,,,,,,,358425.0,339100.0
2842,Scotts Valley,California,,608166.67,693558.33,729550.0,740583.33,776991.67,889450.0,896200.0
2843,Vandalia,Ohio,,,,,124462.5,118375.0,131408.33,142809.09
2844,Warrenville,Illinois,,143862.5,166150.0,163675.0,190233.33,189516.67,209008.33,211254.55
2845,Brandywine,Maryland,,246966.67,226625.0,253225.0,275633.33,320300.0,313325.0,323036.36
2846,Pontiac,Illinois,,,,,,99550.0,81033.33,91009.09
2847,Rossville,Maryland,,197300.0,183333.33,173341.67,177250.0,203433.33,203808.33,201181.82
2848,Hastings,Minnesota,153691.67,167033.33,170108.33,184108.33,190691.67,202850.0,215166.67,224836.36
2849,Town of Saugerties,New York,,,,,,186736.36,204508.33,210745.45
2850,Sellersburg,Indiana,,,152740.0,160166.67,171908.33,167183.33,197700.0,206909.09
2851,Robbinsdale,Minnesota,,136366.67,156183.33,166800.0,179050.0,200633.33,218158.33,233490.91
2852,Advance,North Carolina,,,,,,223987.5,226966.67,235836.36
2853,Paradise Valley,Arizona,1293416.67,1241175.0,1298250.0,1265508.33,1252783.33,1353066.67,1588141.67,1465681.82
2854,Uniontown,Ohio,,157450.0,155558.33,151266.67,166250.0,180916.67,187975.0,189390.91
2855,Clark,New Jersey,,,,,431712.5,382283.33,408900.0,415390.91
2856,Hanover,Massachusetts,,,,,,475175.0,483508.33,494245.45
2857,Harrison,Tennessee,132558.33,129575.0,149641.67,156341.67,167291.67,174191.67,184558.33,197081.82
2858,Aldie,Virginia,371190.91,433533.33,419208.33,428225.0,448100.0,474450.0,487158.33,669872.73
2859,Lone Tree,Colorado,,,435320.0,492716.67,514116.67,529216.67,595650.0,618190.91
2860,Big Rapids,Michigan,,,,88530.0,91000.0,99950.0,111708.33,106618.18
2861,Locust Grove,Virginia,184175.0,192900.0,214066.67,215658.33,230833.33,238091.67,241900.0,268063.64
2862,Kearney,Missouri,,168362.5,166083.33,178341.67,191658.33,207858.33,255050.0,264036.36
2863,New Franklin,Ohio,,114241.67,107891.67,121475.0,126066.67,135116.67,146850.0,151754.55
2864,Fort Hunt,Virginia,,612683.33,628758.33,658925.0,620258.33,647583.33,668650.0,700972.73
2865,Delavan,Wisconsin,,135000.0,117383.33,134808.33,140000.0,153758.33,161925.0,181027.27
2866,Braselton,Georgia,,167866.67,184600.0,186200.0,215550.0,229808.33,252225.0,265963.64
2867,Hooksett,New Hampshire,,,,,222100.0,246216.67,262625.0,294400.0
2868,Windham,New Hampshire,,337075.0,355533.33,360325.0,396141.67,425766.67,424616.67,467845.45
2869,Laurel,Delaware,,,,,136283.33,134950.0,144083.33,153900.0
2870,Hugo,Minnesota,,,,200540.0,201416.67,223650.0,216658.33,236363.64
